dominująca	dominować	dominującą	pact:sg:acc:f:imperf:aff	1	NCOMPOS	NON-SGJP	CW	ERR
dopero	dopiero	dopiero	qub	1	NCOMPOS	NON-SGJP	CW	ERR
dos	dosyć	dosyć	qub	1	NCOMPOS	NON-SGJP	CW	ERR
dostaje	dostawać	dostaję	fin:sg:pri:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
dostala	dostać	dostała	praet:sg:f:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
dostal	dostać	dostał	praet:sg:m1:perf	1	NCOMPOS	NON-SGJP	CW	ERR
dostepu	dostęp	dostępu	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	CW	ERR
dosz	doszywany	doszywany	adj:sg:nom:m3:pos	1	NCOMPOS	NON-SGJP	CW	ERR
doszł	dojść	doszedł	praet:sg:m1:perf	1	NCOMPOS	NON-SGJP	CW	DERR
doświadczeni	doświadczenie	doświadczenie	subst:sg:acc:n	1	NCOMPOS	NON-SGJP	CW	ERR
dowiedziec	dowiedzieć	dowiedzieć	inf:perf	1	NCOMPOS	NON-SGJP	CW	ERR
drobna	drobny	drobną	adj:sg:inst:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR
dru	drugi	drugą	adj:sg:acc:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR
du	dużo	dużo	num:pl:nom:n:rec	2	NCOMPOS	NON-SGJP	CW	ERR
du	duży	duża	adj:sg:nom:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR
Duomoxu	Duomox	Duomoksu	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	PN	ERR
durchgefiihrt	durchgeführt	durchgeführt	xxx	1	NCOMPOS	NON-SGJP	EXT	DERR
Durexa	Durex	Dureksu	subst:sg:gen:m2	1	NCOMPOS	NON-SGJP	PN	ERR
duuuże	duże	duże	adj:sg:acc:n:pos	1	NCOMPOS	NON-SGJP	CW	DERR
dwa-naś-cieee	dwanaście	dwanaście	num:pl:nom:m3:rec	1	NCOMPOS	NON-SGJP	CW	DERR
dwudziesto	dwudziestoletni	dwudziesto-	adj:sg:nom:m3:pos	1	NCOMPOS	NON-SGJP	CW	ERR
dwu -	dwupokojowy	dwu-	adj:pl:gen:n:pos	1	NCOMPOS	NON-SGJP	COMPD	ERR
dypolom	dyplom	dyplom	subst:sg:acc:m3	1	NCOMPOS	NON-SGJP	CW	ERR
Dytrybucja	dystrybucja	Dystrybucja	subst:sg:nom:f	1	NCOMPOS	NON-SGJP	CW	ERR
dyżo	dużo	dużo	adv:pos	1	NCOMPOS	NON-SGJP	CW	ERR
dzia	dziać	dzieje	fin:sg:ter:imperf	1	COMPOS	NON-SGJP	NEOL	DERR
dzicko	dziecko	dziecko	subst:sg:nom:n	1	NCOMPOS	NON-SGJP	CW	ERR
dziecince	dzieciniec	dziecińce	subst:pl:acc:m3	1	COMPOS	NON-SGJP	CW	ERR
dziecmi	dziecko	dziećmi	subst:pl:inst:n	1	NCOMPOS	NON-SGJP	CW	ERR
dzie	dziesięć	dziesięć	num:pl:acc:m3:rec	1	NCOMPOS	NON-SGJP	CW	ERR
dzie	dziewczęcy	dziewczęca	adj:sg:nom:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR
dziekuję	dziękować	dziękuję	fin:sg:pri:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
dziekuję	dziękuję	dziękuję	fin:sg:pri:imperf	1	NCOMPOS	NON-SGJP	CW	ERR-TAGE
dzie-sięć	dziesięć	dziesięć	num:pl:nom:m3:rec	1	NCOMPOS	NON-SGJP	CW	DERR
dziew	dziewczyna	dziewczyną	subst:sg:loc:f	1	NCOMPOS	NON-SGJP	CW	ERR
dziewięćdzieesiąt	dziewięćdziesiąt	dziewięćdziesiąt	num:pl:nom:m3:congr	1	NCOMPOS	NON-SGJP	CW	ERR
dziękuje	dziękować	dziękuję	fin:sg:pri:imperf	2	NCOMPOS	NON-SGJP	CW	ERR
dziwie	dziwić	dziwię	fin:sg:pri:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
dziwie	dziwić	dziwię	praet:sg:m1:imperf	1	NCOMPOS	NON-SGJP	CW	ERR-TAGE
d Orsay	d'Orsay	d'Orsay	subst:sg:loc:n	1	NCOMPOS	NON-SGJP	PN	ERR
e(a)m	być	aglt:sg:pri:imperf:wok	e(a)|m	wybrać|być	praet:sg:m1.m2.m3.f:perf|aglt:sg:pri:imperf:wok	1	NCOMPOS	NON-SGJP	NEOL	TERR
EAM’u	EAM	EAM-u	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	COMPD	CERR
echh	ech	ech	interj	1	NCOMPOS	NON-SGJP	CW	DERR
e	dupa	dupę	subst:sg:acc:f	1	NCOMPOS	NON-SGJP	CW	DERR
Eech	ech	Eech	interj	4	NCOMPOS	NON-SGJP	CW	DERR
eee	e	e	interj	4	NCOMPOS	NON-SGJP	CW	DERR
Eee	e	E	interj	4	NCOMPOS	NON-SGJP	CW	DERR
ee	e	e	interj	1	NCOMPOS	NON-SGJP	CW	DERR
Ee	e	E	interj	2	NCOMPOS	NON-SGJP	CW	DERR
Efakt	efekt	Efekt	subst:sg:nom:m3	1	NCOMPOS	NON-SGJP	CW	ERR
Heis`a	Heis	Heisa	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	COMPD	ERR
Eks	eks	Eks	adj:sg:nom:f:pos	1	COMPOS-LWR-ndm	NON-SGJP	CW	TERR
eks	eks	eks	qub	1	NCOMPOS	NON-SGJP	CW	TERR
ekspansje	ekspansja	ekspansję	subst:sg:acc:f	1	NCOMPOS	NON-SGJP	CW	ERR
el	elektryczny	elektryczny	adj:sg:acc:m3:pos	1	NCOMPOS	NON-SGJP	CW	ERR
Elyta	elita	Elita	subst:sg:nom:f	1	NCOMPOS	NON-SGJP	NEOL	DERR
emergie	magister	mgr	brev:npun	1	NCOMPOS	NON-SGJP	SYMB	DERR
emito	emitować	emitowane	ppas:pl:nom:m3:imperf:aff	1	NCOMPOS	NON-SGJP	CW	ERR
emocjonalneog	emocjonalny	emocjonalnego	adj:sg:acc:m1:pos	1	NCOMPOS	NON-SGJP	CW	ERR
energoterapią	energoterapia	energoterapii	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	NEOL	ERR
Essexa	Essex	Esseksa	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	ERR
experymencie	eksperyment	eksperymencie	subst:sg:loc:m3	1	NCOMPOS	NON-SGJP	CW	ERR
Expose	expose	Exposé	subst:pl:nom:n	1	COMPOS-LWR	NON-SGJP	CW	CERR
expose	expose	exposé	subst:pl:nom:n	1	COMPOS	NON-SGJP	NEOL	CERR
expose	expose	exposé	subst:sg:acc:n	1	COMPOS-ndm	NON-SGJP	CW	ERR
Expose	expose	Exposé	subst:sg:dat:n	1	COMPOS-LWR-ndm	NON-SGJP	CW	CERR
expose	exposé	exposé	subst:sg:loc:n	1	NCOMPOS	NON-SGJP	CW	CERR
Fajerwerk''	Fajerwerk	subst:sg:nom:f	Fajerwerk|''	Fajerwerk|''	subst:sg:nom:f|interp	1	NCOMPOS	NON-SGJP	PN	ERR
falba	farba	farba	subst:sg:nom:f	1	NCOMPOS	NON-SGJP	CW	DERR
fatazje	fantazja	fantazje	subst:pl:nom:f	1	NCOMPOS	NON-SGJP	CW	ERR
fecto	facto	facto	qub	1	NCOMPOS	NON-SGJP	CW	ERR
federacje	federacja	federację	subst:sg:acc:f	1	NCOMPOS	NON-SGJP	CW	ERR
fi	firma	firmy	subst:pl:nom:f	1	NCOMPOS	NON-SGJP	CW	ERR
filmow	film	filmów	subst:pl:gen:m3	1	NCOMPOS	NON-SGJP	CW	ERR
finasów	finanse	finansów	subst:pl:gen:n	1	NCOMPOS	NON-SGJP	CW	ERR
Flash'a	Flash	Flasha	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	COMPD	CERR
flrxa	firx	firksa	subst:sg:acc:m2	1	NCOMPOS	NON-SGJP	PN	ERR
f-ma	firma	firma	subst:sg:nom:f	1	NCOMPOS	NON-SGJP	SYMB	CERR
fo	folia	folią	subst:sg:loc:f	1	NCOMPOS	NON-SGJP	CW	ERR
Foggi	Foggia	Foggii	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	PN	ERR
foli	folia	folii	subst:sg:loc:f	1	NCOMPOS	NON-SGJP	CW	ERR
formuując	formułować	formułując	pcon:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
Foxa	Fox	Foksa	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	ERR
Foxem	Fox	Foksem	subst:sg:inst:m1	1	NCOMPOS	NON-SGJP	PN	ERR
frekwencję	frekwencja	frekwencją	subst:sg:inst:f	1	NCOMPOS	NON-SGJP	CW	ERR
funk'ującego	funkujący	funkującego	adj:sg:gen:m3:pos	1	NCOMPOS	NON-SGJP	NEOL	ERR
futszak	futrzak	futrzak	subst:sg:nom:m2	1	NCOMPOS	NON-SGJP	CW	ERR
F- a	F-a	F-a	subst:sg:nom:n	1	NCOMPOS	NON-SGJP	COMPD	ERR
Gamsachurdii	Gamsachurdi	Gamsachurdiego	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	ERR
Ganeśa	Geneś	Geneśa	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	ERR
Gawex-ie	Gawex	Gaweksie	subst:sg:loc:m3	1	NCOMPOS	NON-SGJP	COMPD	CERR
generalni	generalnie	generalnie	qub	1	NCOMPOS	NON-SGJP	CW	ERR
generał	generał	generała	subst:sg:gen:m1	1	COMPOS-ndm	NON-SGJP	CW	ERR
genesekiem	genesek	gensekiem	subst:sg:inst:m1	1	COMPOS	NON-SGJP	CW	ERR-TAGE
George,a	George	George'a	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	COMPD	ERR
Gimnzajum	gimnazjum	Gimnazjum	subst:sg:gen:n	1	NCOMPOS	NON-SGJP	PN	ERR
głownie	głównie	głównie	qub	1	NCOMPOS	NON-SGJP	CW	ERR
głowowaniu	głosowanie	głosowaniu	subst:sg:dat:n	1	NCOMPOS	NON-SGJP	CW	ERR
główna	główny	główną	adj:sg:acc:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR
go	do	do	prep:gen	1	NCOMPOS	NON-SGJP	CW	ERR
gospodarcza	gospodarczy	gospodarczą	adj:sg:acc:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR
got	gotować	gotuje	fin:sg:ter:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
gothów	got	gothów	subst:pl:gen:m1	1	NCOMPOS	NON-SGJP	NEOL	TAGE
goździarnia	gwoździarnia	gwoździarnia	subst:sg:nom:f	1	NCOMPOS	NON-SGJP	CW	ERR
goździ	gwóźdź	gwoździ	subst:pl:gen:m3	1	NCOMPOS	NON-SGJP	CW	ERR
gó*niar	gówniara	gówniar	subst:pl:gen:f	1	NCOMPOS	NON-SGJP	CW	DERR
gra	grań	graniami	subst:pl:inst:f	1	NCOMPOS	NON-SGJP	CW	ERR
gre	gra	grę	subst:sg:acc:f	1	NCOMPOS	NON-SGJP	CW	ERR
grila	grill	grilla	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	CW	ERR
gruchniem	gruchnąć	gruchniemy	fin:pl:pri:perf	1	NCOMPOS	NON-SGJP	CW	DERR
gume	guma	gumę	subst:sg:acc:f	1	NCOMPOS	NON-SGJP	CW	ERR
gupowy	grupowy	grupowy	adj:sg:nom:m1:pos	1	NCOMPOS	NON-SGJP	CW	ERR
Haaa	ha	Ha	interj	1	NCOMPOS	NON-SGJP	CW	DERR
haa	ha	ha	interj	1	NCOMPOS	NON-SGJP	CW	DERR
Halevyego	Halevy	Halevy'ego	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	ERR
Hallowen	Halloween	Halloween	subst:sg:acc:n	1	NCOMPOS	NON-SGJP	PN	ERR
hee	he	he	interj	1	NCOMPOS	NON-SGJP	CW	DERR
hehehe	he	he	interj	2	NCOMPOS	NON-SGJP	CW	DERR
helloween	Halloween	Halloween	subst:sg:acc:m3	1	NCOMPOS	NON-SGJP	PN	ERR
Hemingway'em	Hemingway	Hemingwayem	subst:sg:inst:m1	1	NCOMPOS	NON-SGJP	COMPD	ERR
hhhh	h	h	interj	1	NCOMPOS	NON-SGJP	CW	DERR
hierarchi	hierarchia	hierarchii	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	CW	ERR
hmmmm	hm	hm	interj	1	NCOMPOS	NON-SGJP	CW	DERR
hoć	choć	choć	conj	1	NCOMPOS	NON-SGJP	CW	ERR
hojaki	hojak	chojaki	subst:pl:acc:m3	1	COMPOS	NON-SGJP	CW	ERR-TAGE
Hortexu	Hortex	Horteksu	subst:sg:gen:m2	1	NCOMPOS	NON-SGJP	PN	ERR
Hortexu	Hortex	Horteksu	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	PN	ERR
hueeeee	hue	hue	interj	1	NCOMPOS	NON-SGJP	CW	DERR
huligani	chuligan	chuligani	subst:pl:nom:m1	1	NCOMPOS	NON-SGJP	CW	ERR
ich	on	je	ppron3:pl:acc:m2:ter:akc:npraep	1	COMPOS-ALT	NON-SGJP	CW	ERR
ide	iść	idę	fin:sg:pri:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
idiańskich	indiański	indiańskich	adj:pl:gen:n:pos	1	NCOMPOS	NON-SGJP	CW	ERR
idzieta	iść	idziecie	fin:pl:sec:imperf	1	NCOMPOS	NON-SGJP	CW	DERR
iglo	igloo	igloo	subst:sg:loc:n	1	NCOMPOS	NON-SGJP	CW	ERR
I-go	I	I.	adj:sg:gen:m1:pos	1	NCOMPOS	NON-SGJP	COMPD	CERR
-	i	i	interp	1	NCOMPOS	NON-SGJP	CW	ERR
i	iskra	iskrę	subst:sg:acc:f	2	NCOMPOS	NON-SGJP	CW	ERR
Illan	Illian	Illian	subst:sg:nom:m1	1	NCOMPOS	NON-SGJP	PN	ERR
ilo	ile	ile	num:pl:acc:m3:rec	1	COMPOS-ALT	NON-SGJP	NEOL	ERR
ilośc	ilość	ilość	subst:sg:nom:f	1	NCOMPOS	NON-SGJP	CW	ERR
imie	imię	imię	subst:sg:acc:n	1	NCOMPOS	NON-SGJP	CW	ERR
Indozezja	Indonezja	Indonezja	subst:sg:nom:f	1	NCOMPOS	NON-SGJP	PN	ERR
indukowalną	indukowany	indukowaną	adj:sg:inst:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR-TAGE
inflacja	inflacja	inflacji	subst:sg:gen:f	1	COMPOS-ndm	NON-SGJP	CW	ERR
informacje	informacja	informację	subst:sg:acc:f	1	NCOMPOS	NON-SGJP	CW	ERR
Ingolistadt	Ingolstadt	Ingolstadt	subst:sg:loc:n	1	NCOMPOS	NON-SGJP	PN	ERR
inpirował	inspirować	inspirował	praet:sg:m1:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
integ	integralny	integralną	adj:sg:inst:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR
inteligenta	inteligentny	inteligentna	adj:sg:nom:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR
inteligentymi	inteligentny	inteligentnymi	adj:pl:inst:m1:pos	1	NCOMPOS	NON-SGJP	CW	ERR
intel	intelektualista	intelektualistach	subst:pl:loc:m1	1	NCOMPOS	NON-SGJP	CW	ERR
interektywność	interaktywność	interaktywność	subst:sg:nom:f	1	NCOMPOS	NON-SGJP	CW	ERR
inyych	inny	innych	adj:pl:gen:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR
ise	się	się	qub	1	NCOMPOS	NON-SGJP	CW	ERR
istenije	istnieć	istnieje	fin:sg:ter:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
istniej	istnieć	istnieje	fin:sg:ter:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
istotniejące	istnieć	istniejące	pact:pl:acc:n:imperf:aff	1	NCOMPOS	NON-SGJP	CW	ERR
Ja	jak	Jak	adv:pos	1	NCOMPOS	NON-SGJP	CW	ERR
jaka	jaki	jaką	adj:sg:acc:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR
jaka	jaki	jaką	adj:sg:inst:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR
jakichs	jakiś	jakichś	adj:pl:gen:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR
jakies	jakieś	jakieś	adj:pl:nom:m3:pos	1	NCOMPOS	NON-SGJP	CW	ERR
jakies	jakiś	jakichś	adj:pl:acc:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR
jaki	jaki	jakim	adj:sg:inst:m3:pos	1	COMPOS-ndm	NON-SGJP	CW	ERR
jakimiś	jakiś	jakimś	adj:sg:loc:m3:pos	1	NCOMPOS	NON-SGJP	CW	ERR
jakiś	jakichś	jakichś	adj:pl:gen:m3:pos	1	NCOMPOS	NON-SGJP	CW	ERR
jakiś	jakichś	jakichś	adj:pl:gen:n:pos	1	NCOMPOS	NON-SGJP	CW	ERR
jakiś	jakiś	jakichś	adj:pl:acc:f:pos	1	COMPOS-ndm	NON-SGJP	CW	ERR
jakiś	jakiś	jakichś	adj:pl:gen:f:pos	5	COMPOS-ndm	NON-SGJP	CW	ERR
jakiś	jakiś	jakichś	adj:pl:gen:m1:pos	2	COMPOS-ndm	NON-SGJP	CW	ERR
jakiś	jakiś	jakichś	adj:pl:gen:m3:pos	3	COMPOS-ndm	NON-SGJP	CW	ERR
jakiś	jakiś	jakichś	adj:pl:gen:n:pos	3	COMPOS-ndm	NON-SGJP	CW	ERR
jakiś	jakiś	jakichś	adj:pl:loc:f:pos	1	COMPOS-ndm	NON-SGJP	CW	ERR
jakiś	jakiś	jakichś	adj:pl:loc:m3:pos	2	COMPOS-ndm	NON-SGJP	CW	ERR
jakiś	jakiś	jakichś	adj:sg:gen:f:pos	1	COMPOS-ndm	NON-SGJP	CW	ERR
jakiś	jakiś	jakichś	adj:sg:gen:m3:pos	1	COMPOS-ndm	NON-SGJP	CW	ERR
jakiś	jakiś	jakichś	adj:sg:loc:m3:pos	1	COMPOS-ndm	NON-SGJP	CW	ERR
jak	ja	ja	ppron12:sg:nom:f:pri:nakc	1	NCOMPOS	NON-SGJP	CW	ERR
Jak	ja	Ja	ppron12:sg:nom:m1:pri	1	NCOMPOS	NON-SGJP	CW	ERR
jakohs	jakoś	jakoś	adv:pos	1	NCOMPOS	NON-SGJP	CW	ERR
jakos	jakoś	jakoś	adv:pos	1	NCOMPOS	NON-SGJP	CW	ERR
jakuś	jakoś	jakoś	adv:pos	1	NCOMPOS	NON-SGJP	CW	DERR
jak by	jakby	jakby	comp	1	NCOMPOS	NON-SGJP	CW	ERR
Jak by	jakby	jakby	comp	1	NCOMPOS	NON-SGJP	CW	ERR
jak by	jakby	jakby	qub	1	NCOMPOS	NON-SGJP	CW	ERR
Janowczek	Janowiczki	Janowiczek	subst:pl:gen:n	1	NCOMPOS	NON-SGJP	PN	ERR
jasnaa	jasny	jasna	adj:sg:nom:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR
Jaxy	Jaxa	Jaksy	subst:sg:gen:f	1	COMPOS-ALT	NON-SGJP	PN	ERR
jed	jeden	jednym	adj:sg:loc:m3:pos	1	NCOMPOS	NON-SGJP	CW	ERR
JEDNEG0	jeden	JEDNEGO	adj:sg:gen:m3:pos	1	NCOMPOS	NON-SGJP	CW	ERR
jedne	jeden	jeden	adj:sg:nom:m1:pos	1	NCOMPOS	NON-SGJP	CW	ERR
jednoobiektowowych	jednoobiektywowy	jednoobiektywowych	adj:pl:loc:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR
*jedno*znaczne	jednoznaczny	jednoznaczne	adj:pl:nom:m3:pos	1	NCOMPOS	NON-SGJP	CW	DERR
jedz	jechać	jedziesz	fin:sg:sec:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
Jeeezu	Jezus	Jezu	subst:sg:voc:m1	2	NCOMPOS	NON-SGJP	CW	DERR
jego	on	jego	ppron3:sg:gen:m1:ter:nakc:npraep	1	COMPOS-ALT	NON-SGJP	CW	ERR-TAGE
je	jeden	jedna	adj:sg:nom:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR
je	jeszcze	jeszcze	qub	1	NCOMPOS	NON-SGJP	CW	ERR
je	jeżeli	jeżeli	comp	1	NCOMPOS	NON-SGJP	CW	ERR
jerzynki	Jeżynka	Jeżynki	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	PN	ERR
jescze	jeszcze	jeszcze	qub	1	NCOMPOS	NON-SGJP	CW	ERR
jesszcze	jeszcze	jeszcze	qub	1	NCOMPOS	NON-SGJP	CW	ERR
jest	być	jesteśmy	fin:pl:pri:imperf	1	COMPOS-ALT	NON-SGJP	CW	ERR
jestes	być	jesteś	fin:sg:sec:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
jesy	być	jest	fin:sg:ter:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
jeszce	jeszcze	jeszcze	qub	1	NCOMPOS	NON-SGJP	CW	ERR
jet	jest	jest	subst:sg:nom:m3	1	NCOMPOS	NON-SGJP	CW	ERR
Jezeli	jeżeli	Jeżeli	comp	3	NCOMPOS	NON-SGJP	CW	ERR
jeztem	być	jestem	fin:sg:pri:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
jezu	Jezus	Jezu	subst:sg:voc:m1	2	COMPOS-LWR	NON-SGJP	CW	CERR
Jezuuu	Jezus	Jezu	subst:sg:voc:m1	2	NCOMPOS	NON-SGJP	CW	DERR
jeżdzą	jeździć	jeżdżą	fin:pl:ter:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
jeżdziły	jeździć	jeździli	praet:pl:m3:perf	1	NCOMPOS	NON-SGJP	CW	ERR
j	i	i	conj	1	NCOMPOS	NON-SGJP	CW	ERR
J	jak	Jak	adv:pos	1	NCOMPOS	NON-SGJP	CW	ERR
johnego	Johnny	Johnny'ego	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	ERR
Johny	John	Johnny	subst:sg:nom:m2	1	NCOMPOS	NON-SGJP	PN	ERR-TAGE
Józewscy	Józefski	Józefscy	subst:pl:nom:m1	1	NCOMPOS	NON-SGJP	PN	ERR
ju	jutro	jutro	adv	1	NCOMPOS	NON-SGJP	CW	ERR
jush	już	już	qub	1	NCOMPOS	NON-SGJP	CW	DERR
justitzmord	justizmord	justizmord	subst:sg:acc:m3	1	NCOMPOS	NON-SGJP	EXT	ERR
juz	już	już	qub	7	NCOMPOS	NON-SGJP	CW	ERR
kabrioleta	kabriolet	kabriolet	subst:sg:acc:m2	1	COMPOS	NON-SGJP	CW	ERR-TAGE
kadencje	kadencja	kadencję	subst:sg:acc:f	1	NCOMPOS	NON-SGJP	CW	ERR
ka	jak	jak	adv	1	NCOMPOS	NON-SGJP	CW	ERR
ka	kałuża	kałużę	subst:sg:acc:f	1	NCOMPOS	NON-SGJP	CW	ERR
Kamexu	Kamex	Kameksu	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	PN	ERR
kamuflarz	kamuflaż	kamuflaż	subst:sg:acc:m3	1	NCOMPOS	NON-SGJP	CW	ERR
kanal	kanał	kanał	subst:sg:acc:m3	1	NCOMPOS	NON-SGJP	CW	ERR
kartofel	kartofel	kartofla	subst:sg:acc:m2	1	COMPOS-ndm	NON-SGJP	CW	ERR
kase	kasa	kasę	subst:sg:acc:f	1	NCOMPOS	NON-SGJP	CW	ERR
katka	kartka	kartka	subst:sg:nom:f	1	NCOMPOS	NON-SGJP	CW	ERR
katolockiej	katolicki	katolickiej	adj:sg:gen:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR
Katrzyna	Katarzyna	Katarzyna	subst:sg:nom:f	1	NCOMPOS	NON-SGJP	PN	ERR
kazda	każdy	każda	adj:sg:nom:f:pos	1	NCOMPOS	NON-SGJP	CW	ERR
kazdym	każdy	każdym	adj:sg:loc:m3:pos	2	NCOMPOS	NON-SGJP	CW	ERR
kaznodziei	kaznodzieja	kaznodziejów	subst:pl:gen:m1	1	NCOMPOS	NON-SGJP	CW	ERR
ką	kąsać	kąsanie	ger:sg:nom:n:imperf:aff	1	NCOMPOS	NON-SGJP	CW	ERR
kerunku	kierunek	kierunku	subst:sg:loc:m3	1	NCOMPOS	NON-SGJP	CW	ERR
kiedys	kiedyś	kiedyś	adv	1	NCOMPOS	NON-SGJP	CW	ERR
kie	kiedy	kiedy	adv	1	NCOMPOS	NON-SGJP	CW	ERR
Kie	kiedy	Kiedy	adv	1	NCOMPOS	NON-SGJP	CW	ERR
kie	kierować	kierować	inf:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
kija	kij	kija	subst:sg:acc:m2	1	COMPOS	NON-SGJP	CW	ERR-TAGE
Kiler-ów	Kiler	Kilerów	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	COMPD	CERR
kilkadzieści	kilkadzieści	kilkadziesiąt	num:pl:nom:m3:rec	1	NCOMPOS	NON-SGJP	NEOL	ERR
kiniee	kino	kinie	subst:sg:loc:n	1	NCOMPOS	NON-SGJP	CW	ERR
k	kto	kto	subst:sg:nom:m1	1	NCOMPOS	NON-SGJP	CW	ERR
k...	kurwa	kurwa	subst:sg:nom:f	1	NCOMPOS	NON-SGJP	CW	DERR
kla	klasa	klasa	subst:sg:nom:f	1	NCOMPOS	NON-SGJP	CW	ERR
klasyfikacjia	klasyfikacja	klasyfikacja	subst:sg:nom:f	1	NCOMPOS	NON-SGJP	CW	ERR
klauzaula	klauzula	klauzula	subst:sg:nom:f	1	NCOMPOS	NON-SGJP	CW	ERR
klijentelę	klientela	klientelę	subst:sg:acc:f	1	NCOMPOS	NON-SGJP	CW	ERR
klika	kilka	kilka	num:pl:acc:m3:rec	1	NCOMPOS	NON-SGJP	CW	ERR
klisze	klisza	kliszę	subst:sg:acc:f	1	NCOMPOS	NON-SGJP	CW	ERR
klojene	kolejny	kolejne	adj:sg:nom:n:pos	1	NCOMPOS	NON-SGJP	CW	ERR
kłamstawa	kłamstwo	kłamstwa	subst:sg:gen:n	1	NCOMPOS	NON-SGJP	CW	ERR
kobiete	kobieta	kobietę	subst:sg:acc:f	1	NCOMPOS	NON-SGJP	CW	ERR
kochala	kochać	kochała	praet:sg:f:imperf	1	NCOMPOS	NON-SGJP	CW	ERR
ko	koło	koło	qub	1	NCOMPOS	NON-SGJP	CW	ERR
ko	konsekwencja	konsekwencji	subst:pl:gen:f	2	NCOMPOS	NON-SGJP	CW	ERR
Ko	Koracz	Koracza	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	ERR
kolabo	kolaboracja	kolaborację	subst:pl:acc:f	1	NCOMPOS	NON-SGJP	CW	ERR
kolejnym	kolejny	kolejne	adj:sg:nom:m3:pos	1	NCOMPOS	NON-SGJP	CW	ERR
kole	kolega	kolegom	subst:pl:dat:m1	1	NCOMPOS	NON-SGJP	CW	ERR
kolumbryny	kolumbryna	kolubryny	subst:pl:nom:f	1	COMPOS	NON-SGJP	NEOL	ERR
kolwiek	kolwiek	jakichkolwiek	qub	1	NCOMPOS	NON-SGJP	CW	TERR
KOMÓNA	komuna	KOMUNA	subst:sg:nom:f	1	NCOMPOS	NON-SGJP	CW	ERR
kompu	kompu	kąpu	interj	2	NCOMPOS	NON-SGJP	NEOL	ERR
komuter	komputer	komputer	subst:sg:acc:m3	1	NCOMPOS	NON-SGJP	CW	ERR
Konfederatech	konfederat	Konfederatach	subst:pl:loc:m1	1	NCOMPOS	NON-SGJP	CW	ERR
konfensjonale	konfesjonał	konfesjonale	subst:sg:loc:m3	1	NCOMPOS	NON-SGJP	CW	ERR
konkuręcja	konkurencja	konkurencja	subst:sg:nom:f	1	NCOMPOS	NON-SGJP	CW	ERR
